slug,first_time,cur_month,index,comments,amounts,commits_count,releases_count,pulls_count,discussions_count,Intervention,Time_after_intervention
CodeWithAloha,2015-09-29,2015-07,-2,0.0,0.0,30.0,0.0,0.0,0.0,0,0
CodeWithAloha,2015-09-29,2015-08,-1,0.0,0.0,7.0,0.0,0.0,0.0,0,0
CodeWithAloha,2015-09-29,2015-09,0,0.0,1.0,26.0,0.0,0.0,0.0,1,0
CodeWithAloha,2015-09-29,2015-10,1,1.0,2.0,0.0,0.0,0.0,0.0,1,1
CodeWithAloha,2015-09-29,2015-11,2,2.0,2.0,16.0,0.0,0.0,0.0,1,2
CodeWithAloha,2015-09-29,2015-12,3,0.0,1.0,10.0,0.0,0.0,0.0,1,3
CodeWithAloha,2015-09-29,2016-01,4,0.0,0.0,7.0,0.0,0.0,0.0,1,4
CodeWithAloha,2015-09-29,2016-02,5,0.0,0.0,10.0,0.0,0.0,0.0,1,5
CodeWithAloha,2015-09-29,2016-03,6,1.0,3.0,23.0,0.0,0.0,0.0,1,6
Coding-Coach,2018-09-14,2018-03,-6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Coding-Coach,2018-09-14,2018-04,-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Coding-Coach,2018-09-14,2018-05,-4,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Coding-Coach,2018-09-14,2018-06,-3,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Coding-Coach,2018-09-14,2018-07,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Coding-Coach,2018-09-14,2018-08,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Coding-Coach,2018-09-14,2018-09,0,18.0,5.0,0.0,0.0,0.0,0.0,1,0
Coding-Coach,2018-09-14,2018-10,1,0.0,0.0,5.0,0.0,0.0,0.0,1,1
Coding-Coach,2018-09-14,2018-11,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2
Coding-Coach,2018-09-14,2018-12,3,2.0,3.0,0.0,0.0,0.0,0.0,1,3
Coding-Coach,2018-09-14,2019-01,4,1.0,1.0,6.0,0.0,0.0,0.0,1,4
Coding-Coach,2018-09-14,2019-02,5,0.0,0.0,9.0,0.0,0.0,0.0,1,5
Coding-Coach,2018-09-14,2019-03,6,0.0,0.0,2.0,0.0,0.0,0.0,1,6
CouncilDataProject,2017-11-08,2017-05,-6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CouncilDataProject,2017-11-08,2017-06,-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CouncilDataProject,2017-11-08,2017-07,-4,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CouncilDataProject,2017-11-08,2017-08,-3,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CouncilDataProject,2017-11-08,2017-09,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CouncilDataProject,2017-11-08,2017-10,-1,0.0,0.0,6.0,0.0,0.0,0.0,0,0
CouncilDataProject,2017-11-08,2017-11,0,0.0,3.0,7.0,0.0,0.0,0.0,1,0
CouncilDataProject,2017-11-08,2017-12,1,2.0,6.0,3.0,0.0,0.0,0.0,1,1
CouncilDataProject,2017-11-08,2018-01,2,0.0,1.0,0.0,0.0,0.0,0.0,1,2
CouncilDataProject,2017-11-08,2018-02,3,0.0,0.0,5.0,0.0,0.0,0.0,1,3
CouncilDataProject,2017-11-08,2018-03,4,0.0,0.0,0.0,0.0,0.0,0.0,1,4
CouncilDataProject,2017-11-08,2018-04,5,0.0,1.0,23.0,0.0,0.0,0.0,1,5
CouncilDataProject,2017-11-08,2018-05,6,0.0,0.0,6.0,0.0,0.0,0.0,1,6
DeepWTO,2020-03-02,2019-09,-6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DeepWTO,2020-03-02,2019-10,-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DeepWTO,2020-03-02,2019-11,-4,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DeepWTO,2020-03-02,2019-12,-3,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DeepWTO,2020-03-02,2020-01,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DeepWTO,2020-03-02,2020-02,-1,0.0,0.0,60.0,0.0,0.0,0.0,0,0
DeepWTO,2020-03-02,2020-03,0,1.0,3.0,69.0,0.0,0.0,0.0,1,0
DeepWTO,2020-03-02,2020-04,1,0.0,0.0,6.0,0.0,0.0,0.0,1,1
DeepWTO,2020-03-02,2020-05,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2
DeepWTO,2020-03-02,2020-06,3,0.0,1.0,0.0,0.0,0.0,0.0,1,3
DeepWTO,2020-03-02,2020-07,4,0.0,0.0,0.0,0.0,0.0,0.0,1,4
DeepWTO,2020-03-02,2020-08,5,0.0,0.0,0.0,0.0,0.0,0.0,1,5
DeepWTO,2020-03-02,2020-09,6,0.0,1.0,1.0,0.0,0.0,0.0,1,6
