slug,amount,currency,members,updates,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown,age
kikinc,5500.0,USD,4,0,kikinc,技术型,community,2,1,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0
kuggat1,101.0,USD,5,0,kuggat,技术型,"other, association, community",2,1,Unknown,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,2.0
atlanta-solidarity-free-food,10.0,USD,8,6,Atlanta Solidarity Free Food,公益型,"community, movement, meetup, open source, free food, black women solidarity network, mutual aid, mutual aid ga, food distro, black liberation, black lives matter, black solidarity, homeless-support, mutual aid network, usa, blockchain, publishing, grassroots movement",2,1,US,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2.0
openstl,1912.87,USD,4,0,OpenSTL,技术型,"open source, javascript, meetup, government, civictech, state, codeforamerica, govtech, technology, software, coding, design, policy, advocacy, activism, community",1,1,Unknown,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.0
go-api-boilerplate,20.0,USD,3,0,go-api-boilerplate,技术型,"api, best-practices, boilerplate, bootstrap, cqrs, ddd, docker, event-sourcing, golang, grpc, helm, helm-charts, kubernetes, microservices, oauth2, oauth2-server, restful, rpc, starter-kit, telepresence, open source",1,1,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6.0
strapi-plugin-ckeditor5,10.0,USD,4,0,Strapi Plugin Ckeditor5,技术型,open source,1,2,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
jhu-contributor-fund-dev,78800.0,USD,6,0,JHU Contributor Fund Development,技术型,,1,1,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0
tennessee-sra,2196.27,USD,7,0,Tennessee SRA,技术型,"community, mutual aid, community education, firearms training, education, safety",2,1,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
virtualowa,5.75,USD,3,0,Virtual Oneworld Alliance,技术型,"flight sim, mfsf, community",1,1,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0
fridays-4-future-kajiado,500.0,USD,4,0,FRIDAYS 4 FUTURE KAJIADO,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0
yii2-widget-fileinput,5.0,USD,3,0,yii2-widget-fileinput,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
one-repair-cafe,5.0,USD,4,0,Old North End Repair Cafe,公益型,"repair, mutual aid, community",1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0
rtl-styling-101,20.0,USD,3,0,RTL Styling 101,技术型,open source,1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
xlayers,10.0,USD,5,0,xlayers,技术型,"design, designers, developers, productivity, sketchapp, ui, ux, open source",2,2,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6.0
serverless-sf,1200.0,USD,4,0,Serverless San Francisco,技术型,"tech meetups, serverless",2,2,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0
exotic-libraries,30.0,USD,2,0,Exotic Libraries,技术型,community,1,0,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
geyser,5.0,USD,3,0,Geyser,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
blazorise,32.0,USD,3,0,Blazorise,技术型,"open source, blazor, components, library, bootstrap, material, bulma",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
drutopia,378.0,USD,7,1,Drutopia,技术型,"drupal, drutopia, drupal distributions, grassroots, collect donations, outreach, campaigns",1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0
packem,25.0,USD,4,0,Packem,技术型,"build-system, build-tool, bundler, code-splitting, compiler, ffi, packem, plugin, prebuilt-binaries, rust, tree-shaking, open source",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
web-shells,5.0,USD,6,0,Web Shells,技术型,open source,1,3,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0
nf-core,55.0,USD,6,0,nf-core,技术型,"open source, science, bioinformatics, community",2,2,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
foundersrc,5.0,USD,4,0,Founders Running Club,公益型,"meetup, running, tech, investments, founders, community",1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
houston-regenerative-holistic-health-fund,100.0,USD,4,1,Houston Regenerative Holistic Health Fund,公益型,"health, holistic dental, holistic health, houston, mutual aid, solidarity economy, southern usa, texas, usa",1,1,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0
rhscmg,57.5,USD,4,2,Rabbit Hole Studios Culinary Mushroom Guild,技术型,"community, mushrooms, collective, art",1,1,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
baby-lion-collective,11.5,USD,3,0,Baby lion collective,公益型,"community, community helpers",1,1,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0
existdb,51.0,USD,7,0,eXist-db,技术型,"xml, xquery, existdb, exist-db, java, tei, open source",2,2,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5.0
jira-plugin,54.0,USD,4,0,jira-plugin,技术型,"open source, jira, vscode",1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
necord,5.0,USD,3,0,Necord,技术型,"open source, javascript, nodejs, node.js, nestjs, nest, discord, discord bot",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0
jenkins-cli,25.0,USD,4,0,Jenkins Cli,技术型,open source,1,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
diasp-in,18.0,USD,11,3,diasp.in and durare.org,技术型,"xmpp, community, freesoftware, privacy, instant messaging",1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
portable-utf8,40.0,USD,3,0,Portable UTF-8,技术型,"ascii, multibyte, multibyte-strings, php, php7, string, string-encoding, string-manipulation, unicode, utf-8, utf8, open source",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
kotlin-user-group-abakaliki,150.0,USD,3,0,Kotlin User Group Abakaliki,技术型,"open source, kotlin, kotlin-coroutines, meetup, programming, learning, other, community",2,1,Other,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1.0
electrocrud,25.0,USD,4,0,ElectroCRUD,技术型,"open source, database, developers, mysql, sql, postgres, mssql, oracle, electron, nodejs, typescript, javascript, node.js, angular, ngx, angular8, nebular, crud, phpmyadmin",2,2,Other,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,6.0
spreadthewealth,27.5,USD,4,0,SpreadTheWealth,公益型,"open source, community",1,2,Unknown,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2.0
yt-project,1091.05,USD,10,0,yt Project,技术型,open source,2,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
lock-bot-network,1.0,USD,4,1,Lock Bot Network,技术型,community,1,1,GB,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0
vite-plugin-rsw,1.0,USD,3,0,Vite Plugin Rsw,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
piaozhongzheng1,23.0,USD,3,0,piaozhongzheng,技术型,"javascript, community",1,1,US,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0
terraforge3d,30.0,USD,3,0,TerraForge3D,技术型,open source,1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
manim,10.0,USD,5,0,Manim,技术型,open source,1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
earthius-regenerativesolutions,2800.0,USD,3,0,Adriane,公益型,"other, movement, community, permaculture, bavaria, germany, regenerative, resilience, deep adaptation, da, ethical living, fachwerk, half-timbered, historic, restoration, historical restoration, permakultur, sanierung, fachwerk sanierung",2,1,DE,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,3.0
dyrectorio-platform,40.0,USD,5,0,dyrector.io platform,技术型,"open source, cloud, docker, kubernetes, containers, cicd, ci/cd, platform, developer, engineers",3,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
geolib,25.0,USD,5,0,geolib,技术型,"distance, geography, geojson, geolib, latlng, sexagesimal, wgs84, open source",2,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
javaistic,1.0,USD,4,0,Javaistic,技术型,"javaistic, open source, java, oops, java-open-source, foss",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0
neighborocracy-dfw,20.0,USD,4,2,Neighborocracy DFW,公益型,"children's parliaments, church congregations, communities, community, dallas, dfw, direct democracy, neighborhood parliaments, neighborhood pods, neighborocracy, neighbourocracy, north texas, placemaking, southern usa, texas, usa, youth",1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0
ebookmlcb,3.0,USD,4,0,EbookMLCB,技术型,open source,2,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
pgh-sra,3546.91,USD,3,0,Pittsburgh SRA,技术型,community,2,1,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
osjs,20.0,USD,4,0,OS.js,技术型,"cloud-platform, desktop, javascript, osjs, web-desktop, open source",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,6.0
do_action-lagos,2004.0,USD,5,3,do_action Lagos,公益型,"other, wordpress, meetup",1,1,Other,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,6.0
moeoverflow,2.33,USD,4,0,MOEOVERFLOW,技术型,,1,2,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.0
opennew,10000.0,USD,2,0,Opencollective,技术型,"other, community, usa",1,1,Unknown,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1.0
for-one-cause,5.0,USD,3,0,for one cause,公益型,"association, other, javascript, open source, community",1,1,Unknown,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1.0
peachpiecompiler,20.0,USD,3,1,PeachPie Compiler,技术型,"aspnet-core, coreclr, dotnet, dotnetcore, microsoft, netstandard, open source, pchpcompiler, peachpie, php, php-compiler, roslyn",2,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
nsfwfilter,20.0,USD,3,1,NSFW Filter,技术型,open source,1,1,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0
caption,5.0,USD,4,0,Caption,技术型,"app, caption, electron, electron-app, macos, linux, windows, subtitles, open source, free, ad-free, javascript, react",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0
intelligo,5.0,USD,4,0,intelligo,技术型,"ai, artificial-intelligence, bot, bot-api, bot-framework, bots, chatbot, framework, machine-learning, messenger-api, messenger-bot, messenger-chatbots, messenger-platform, mongolia, natural-language-processing, nlp, nodejs, open source",1,1,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6.0
sahanaeden,0.5,USD,3,0,Sahana EDEN,公益型,"association, sahanafoundation",1,1,Unknown,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8.0
walletconnect,1.0,USD,4,0,WalletConnect,技术型,"open source, web3, wallet, wallets, ethereum, crypto, cryptocurrency",1,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
openstates,75.0,USD,5,0,openstates,技术型,"government, python, scrapers, states, united-states, open source",1,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
theimpactfellowship,10.0,USD,2,0,The Impact Fellowship,公益型,"civic tech, default, education, event",1,1,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.0
openintents,21.0,USD,4,1,OpenIntents,技术型,"open source, stacks, mobile, android, blockchain",2,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
questgenai,339.73,USD,3,0,Questgen.ai,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
light888,500000.0,USD,4,0,Light 888,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0
arcadianodes,5.15,USD,4,1,ArcadiaNodes Hosing Service,技术型,community,1,1,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0
contactsandiego,25.0,USD,5,0,Contact Improvisation San Diego,教育型,"dance, arts, san diego, contact improvisation, community",2,2,US,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0
lomoware,50.0,USD,3,0,lomoware,技术型,open source,1,1,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2.0
san-diego-sra,465.5,USD,5,0,San Diego SRA,公益型,"association, community",1,1,US,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0
kcd-africa,2193.79,USD,6,0,Kubernetes Community Days Africa,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
persiandate4mysql,43.0,USD,4,0,PersianDate4MySQL,技术型,"open source, mysql",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0
travelling-hermies,1000.0,USD,6,0,The Society of Travelling Hermies,公益型,open source,1,1,Other,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2.0
poweradmin,80.0,USD,5,0,Poweradmin,技术型,open source,2,3,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
soupault,10.0,USD,5,1,soupault,技术型,open source,1,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
cobudget-testing-final,110.0,USD,4,0,Cobudget Testing,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0
charles-woods,5.0,USD,3,0,Charles Wood,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
rss-bridge,30.0,USD,4,0,RSS-Bridge,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
supporting-the-elderly-and-dis,5.0,USD,6,1,Supporting the Elderly and Disabled,公益型,"elderlycare, disabilitysupport, differentlyabled, elderlyassistance, community",1,1,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
creptstudio,1.15,USD,4,0,"Crept, Inc",技术型,"open source, javascript, react, nextjs, movies, tvshows",1,1,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.0
opensuspect,21.0,USD,7,0,OpenSuspect,技术型,open source,2,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
better-world-20,5000.0,USD,4,0,Better world 2.0,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
moemyintmaung,5000.0,USD,4,1,Moe Myint Maung,公益型,"other, open source, association, javascript, community",1,1,Unknown,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.0
art-of-the-bay-collective,1790.0,USD,33,1,Art of the Bay Collective,公益型,"community, hayward, art community, art meetups, meetups, east bay, bay area, workshops",29,28,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
jewishalmanac,1.0,USD,3,0,JewishAlmanac,教育型,"jewish, judaism, podcast, almanac, mazeldon, jewish learning, jewish education, education, community education, oklahoma, jewish humanist, religious humanist, community",1,1,Unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0
fakerjs-legacy,11652.69,USD,4,0,fakerjs-legacy,技术型,,1,1,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0
focusmastodon,25.0,USD,5,0,FocusMastodon,技术型,"open source, mastodon",2,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0
piximagepicker,30.0,USD,3,0,PixImagePicker,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
kimedy,11.5,USD,3,0,pets care,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0
sorry,1.0,USD,3,0,Sorry,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
cup,5.0,USD,3,0,Cup Language,技术型,"cup, open source",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
candy-horses,1333.33,USD,3,0,Candy Horses,公益型,community,1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
dryer,1.0,USD,3,1,DryerJS,技术型,"open source, javascript, nestjs, mongodb, mongoose, graphql",1,1,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.0
html-next,33.0,USD,3,0,html-next,技术型,open source,1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
modern-hpc,2.0,USD,3,0,null test repo,技术型,,1,0,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0
fastxt,10.0,USD,4,0,Fastxt,技术型,"community, software, hacktoberfest",1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
ln2e,10000.0,USD,3,0,Link ecommerce,技术型,covid-19,1,0,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
michigan-drupal,2608.12,USD,3,2,Michigan Drupal,技术型,"501c3, civic tech, education, event, great lakes, meetup, michigan, midwestern usa, usa",1,1,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.0
ffpopup,4.0,USD,4,0,FFPopup,技术型,"popup, alert. ios, cocoapods, carthage, open source",2,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
visualpython,5.0,USD,3,0,Visual Python,技术型,"open source, visualpython, visual python, visual programming, big data, data analytics, data science, visual coding, python, jupyter notebook, code generator, software",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0
veandco,47.0,USD,5,0,veandco,技术型,,2,3,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.0
arsenal,26.0,USD,8,1,Arsenal,技术型,"open source, blender, rust, game engine, ethical",2,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
pickr,5.0,USD,4,0,Pickr,技术型,"color, color-palette, color-picker, color-picker-js-lib, color-picker-library, color-picker-popup, colorpicker, js, js-library, material-design, picker, pickr, shadow-dom, ux-design, ux-ui, widget, open source",1,2,DE,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6.0
discoveryjs,215.0,USD,5,0,Discovery.js projects,技术型,"open source, javascript, json, data visualization, data analysis, developer tools",4,3,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.0
refugee-connection,11.5,USD,4,0,Refugee Connection,公益型,"volunteer, donation, refugees, refugee free store, donation pickup, donation delivery, community",1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
envio,5.0,USD,3,0,envio,技术型,"open source, rust, command-line-tool",1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0
muffon,1.15,USD,3,0,muffon,技术型,open source,1,1,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
swgtracker,65.0,USD,4,0,SWGTracker,技术型,"gaming, website, community",2,2,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0
_rpisurv_,3.0,USD,4,0,Rpisurv,技术型,open source,2,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
gerbera-io,7.0,USD,4,0,Gerbera,技术型,open source,2,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
smug,20.0,USD,3,0,Smug,技术型,"open source, tmux, golang",1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
kobra,1.0,USD,4,0,Kobra,技术型,open source,1,2,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0
statecraft,75.0,USD,5,0,Statecraft,技术型,"dag, database, event-sourcing, realtime-collaboration, realtime-database, open source",1,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
mnt-research-gmbh,10000.0,USD,4,0,MNT Research GmbH,技术型,"other, open source",1,1,Unknown,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5.0
opcodecolumbus,70.0,USD,4,0,Operation Code Columbus,技术型,"operationcode, 501c3",2,2,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0
dragonfire,15.0,USD,4,0,Dragonfire,技术型,"artificial-intelligence, chatbot, kaldi, linux, machine-learning, nlp, spacy, speech-recognition, speech-to-text, text-to-speech, ubuntu, virtual-assistant, open source",2,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
1ce,10.0,USD,4,0,1CE - 1Click Extensions,技术型,"capture, chrome, chrome-extension, crop, download, extension, google-chrome, javascript, screenshot, screenshot-extension, webpage, webpage-screenshot, open source",2,2,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0
effectivemoderncppchinese,10.0,USD,3,0,EffectiveModernCppChinese,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
community-privacy,50.0,USD,5,0,Community Privacy,技术型,"open source, cryptography, privacy, community, participatory design",1,1,Unknown,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0
wwcodehongkong,60.0,USD,4,0,WWCode Hong Kong ,技术型,"wwcode, meetup, diversity in tech",1,0,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0
zumzumhub,10000.0,USD,3,0,Zumzum Hub,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
trp-gharalu-upchaar,2001.0,USD,4,1,TRP Gharalu UPCHAAR,公益型,,2,1,Other,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.0
matter,10.0,USD,4,0,Matter,技术型,open source,1,2,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
northeast-florida-sra,553.5,USD,4,2,Northeast Florida SRA,公益型,"movement, community",2,1,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
britechartsorg,5.0,USD,3,1,Britecharts,技术型,"open source, d3.js, charts, data visualization, hacktoberfest",1,1,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0
restrequest4delphi,100.0,USD,3,0,RESTRequest4Delphi,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
balmjs,1.0,USD,3,0,BalmJS,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
react-day-picker,20.0,USD,3,0,react-day-picker,技术型,"date-input, datepicker, daterangepicker, javascript, react, react-component, open source",1,1,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0
scuttlecamp,860.0,USD,6,1,Scuttlecamp,技术型,"other, open source",1,2,Unknown,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5.0
finmassurf,100.0,USD,5,2,Finmas.Surf,技术型,"other, surf, distributed printing, maker, airfoils, 3d printing",1,2,US,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5.0
eastafricanarchives,10580.0,USD,6,0,East African Archives,公益型,community,1,1,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
mac-cleanup,5.0,USD,4,0,mac-cleanup,技术型,"bash, cleaning, cleanup-script, osx, open source",1,1,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5.0
bitscoins,0.5,USD,3,0,Bits n Coins,技术型,"community, cryptocurrency, bitcoin, ethereum, electroneum",1,1,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0
kmon,5.0,USD,6,0,kmon,技术型,"linux, kernel, open source",1,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
mipymescuba,100.0,USD,4,0,MipymesCuba,技术型,community,1,1,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0
devs-with-disabilities,5.0,USD,3,0,Devs with Disabilities ,公益型,"other, engineering, tech, disability, a11y, accessibility, w3c",1,1,US,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6.0
paytr-google-github-actions-setup-gcloud,1010000.0,USD,3,2,Paytr Google Github Actions Setup Gcloud,技术型,"python, open source, javascript, usa, association",1,1,Unknown,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0.0
indigigenius-programs,167773.24,USD,5,0,IndigiGenius Programs,教育型,community,1,1,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0
otp-channels,10.0,USD,3,1,Viber Message inbox,技术型,"open source, other, meetup, javascript, association, future, sms invox, viber business, viber otp channel, community",1,1,Other,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,2.0
ghostnativ-collective,5.4,USD,3,1,GhostNativ Collective,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0
vraymaterial,100.0,USD,3,0,VRaymaterial,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0
corpus-christi-mutual-aid,1.0,USD,2,0,Corpus Christi Mutual Aid,公益型,community,1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
bagerhatpandemic,100.0,USD,2,2,Support Covid-19 Affected People of Bangladesh Bagerhat,公益型,"covid-19, awareness, bangladesh, bagerhat, corona gov bd, update news, pandemic, response, livelihood, aosed",1,0,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0
almushaf,100.0,USD,3,0,Mushaf Waqf,公益型,"muslim, quran, tech",1,1,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0
nrsh,100.0,USD,4,0,NRSH,技术型,"community, mental health",1,0,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0
sunglasses4gh,5.0,USD,3,0,Sunglasses,技术型,,1,1,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
dynamicpress,30.0,USD,3,0,DynamicPress,技术型,"wordpress, classicpress, open source, knowledge, dynamic websites, community",1,1,Other,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.0
xgo,50.0,USD,3,0,xgo,技术型,"open source, golang",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
copt-collectifs,1000000.0,USD,3,0,copt collectifs,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0
food-for-homeless,1.0,USD,3,0,food for homeless,公益型,community,1,1,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0
animal-rescue,10.0,USD,3,0,Animal rescue,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0
cmc,20.0,USD,3,2,Mr. V,教育型,"indie creators, social network, video network, community",1,1,US,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0
dopefridges,5.0,USD,3,0,Developing Opportunities Providing Equity,公益型,"movement, community, food, sustainable",1,1,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
telebirr-telegram-bot,23.0,USD,4,0,Telebirr Telegram Bot,技术型,open source,1,1,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0
