slug,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown
street-forum,Street Forum,技术型,"austin, mutual aid, community building, food, housing, social justice, southern usa, texas, usa, wealth redistribution",4240,615,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
yiisoft,Yii Software,技术型,"framework, php, php-framework, yii, yii2, open source, yii3, hacktoberfest",5951,372,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
openaddresses,OpenAddresses,技术型,"open source, addresses, open data, data",4233,566,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
westbrooklynwaterfrontmutualaid,West Brooklyn Waterfront Mutual Aid,公益型,"brooklyn, brooklynmutualaid, food, groceries, mutual aid, new york city, nyc, nycmutualaid, usa",3936,651,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
f-droid,F-Droid ($),技术型,"android, open source, free software, community, foss, mobile, floss",4539,1413,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
crystal-lang,Crystal Language,技术型,"crystal, efficiency, language, open source",4422,364,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
linuxserver,LinuxServer,技术型,"docker, community, linux, server, open source",4389,886,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
mastodonie,Mastodon.ie,技术型,"community, ireland",6586,809,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
mpls-northside-mutual-aid,Minneapolis Northside Mutual Aid,公益型,"coronavirus, covid, covid-19, homeless, housing, midwestern usa, minneapolis, minnesota, mutual aid, north minneapolis, northside, pandemic, resource, solidarity economy, st. paul, twin cities, usa, widwestern usa",4368,1607,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
fmbot,.fmbot,技术型,"bot, discord",3511,967,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ionide,Ionide,技术型,"editor plugin, vscode, language server, ide, fsharp, f#, .net, dotnet, editor tooling, open source",5383,263,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
communitykitchenmpls,Community Kitchen MPLS,公益型,"community, encampment, food, food delivery, food rescue, marcy holmes, minneapolis, minnesota, mutual aid, st. paul, twin cities, unhoused, usa, widwestern usa",3713,416,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
nuxtjs,Nuxt,技术型,"open source, javascript, vue.js, vue, nuxt, nuxt.js, framework, typescript",5795,541,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
scientist-rebellion,Scientist Rebellion,公益型,"community, climate emergency, climate change, degrowth, activism, science, academia, scientists, scientist rebellion, climate justice, social justice",3063,1132,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
letztegenerationat,Letzte Generation Österreich,公益型,"letztegeneration, lastgeneration, climateemergency, a22network, spenden",3237,1131,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
nodemon,nodemon,技术型,"open source, node, nodemon, javascript, rem, devtools, reload",4133,469,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
lairdubois-opencutlist-sketchup-extension,OpenCutList,技术型,"sketchup, sketchup-extension, sketchup-plugin, woodworking, open source, opencutlist, ocl, cutlist, lairdubois, cnc, svg, dxf",3978,1854,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
ridgewood-mutual-aid-project,Ridgewood Mutual Aid Project,公益型,"covid, covid-19, food, housing, mutual aid, new york, new york city, nyc, queens, ridgewood, tenants, usa",3907,502,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
lewishamdonationhub,Lewisham Donation Hub,公益型,"covid-19, lewisham, london, refugees, nrpf, food bank, volunteer, afghanistan, food insecurity",3881,681,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
lucee,Lucee,技术型,"application-server, cfml, coldfusion, java, jvm, jvm-languages, lucee, lucee-server, scripting-language, web-platform, open source",3938,155,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
xr-belgium,XR Belgium,公益型,"rebellion, extinction, direct action, civil disobedience, movement, extinction rebellion, citizenspring",4041,641,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
endeavouros,EndeavourOS,技术型,"os, linux, rolling release, endeavouros, bryanpwo, fernandomaroto, manuel, joekamprad, open source",3508,895,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
cambridge-community-kitchen,Cambridge Community Kitchen,公益型,,3391,519,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
cider,CIDER,技术型,"open source, clojure, emacs, hacktoberfest",4807,184,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
fody,Fody,技术型,open source,3948,175,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
mui-org,MUI org,技术型,"open source, react",4316,401,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ward-5-mutual-aid,Ward 5 Mutual Aid,公益型,"covid, covid-19, dc, district of columbia, groceries, maryland, mutual aid, usa, virginia, washington dc",2821,455,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
liberi-oltre2,Liberi Oltre ,公益型,"movement, economia, finanza, società, statistica, energia, sviluppoeconomico, politichesociali, politicheeconomiche, politica, governo, italia, europa, unioneeuropea",5655,507,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
prettier,Prettier,技术型,"open source, pledged, javascript, prettier",3712,336,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
cryptpad,CryptPad,技术型,"collaborative-editing, open source, end-to-end encryption, office suite, e2ee, collaboration",5891,1085,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
sfba-mastodon,SFBA (Mastodon),技术型,"mastodon, fediverse, micro-blogging, sfba, community",3148,370,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
mastodon,Mastodon,技术型,"activity-stream, activitypub, mastodon, microblog, social-network, webfinger, open source",3190,560,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
dulf,DULF,技术型,community,5206,541,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
curl,curl,技术型,"c, client, curl, ftp, http, https, ldap, libcurl, library, transfer-data, user-agent, open source, hacktoberfest",3743,714,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
aurelia,Aurelia,技术型,"aurelia, aurelia-framework, cross-platform, framework, html, javascript, mobile, single-page-applications, spa, typescript, web, open source, browser, css",4308,216,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
framework7,Framework7,技术型,"android, components, cordova, framework, ios, library, material-design, mobile, touch, open source",2988,312,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
abqfreefridge,ABQ Free Fridge,公益型,"abq, albuquerque, community, food, fridge, mutual aid, new mexico, southwestern usa, usa",2922,408,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
gitea,Gitea,技术型,"devops, git, gitea, github, gitlab, golang, open source, hacktoberfest",3458,337,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
gowanusmutualaid,Gowanus Mutual Aid,公益型,"brooklyn, covid, food, groceries, mutual aid, new york, new york city, nyc, usa, wealth redistribution",2573,861,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
forest-justice-defense-fund,Forest Justice Defense Fund,公益型,community,5245,1996,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
stellarium,Stellarium,技术型,"stellarium, planetarium, astronomy, software, stars, planets, constellations, universe, open source, astro, download, sky, scientific, educational, milky way, moon, mercury, venus, mars, earth, jupiter, saturn, sun",3443,1850,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
bootstrap-table,bootstrap-table,技术型,"bootstrap, bootstrap-table, checkbox, pagination, table, open source",3028,357,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
newsiesocial,Newsie.Social,技术型,"journalism, media, mastodon, community, news, fediverse, social media, news media, social network",4601,486,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
newhamsolidarityfund,Newham Solidarity Fund,公益型,"newham, london, solidarity, stratford, east ham, west ham, manor park, forest gate, canning town, beckton, royal docks, little ilford, plashet, boleyn, green street",2865,189,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
cadsketcher,CAD Sketcher,技术型,"blender, addon, free, open source, cad, sketcher, parametric",2633,284,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
spyder,Spyder IDE,技术型,"python, spyder, pyqt, qtpy, qt, open source, data science, scientific, anaconda, winpython",4400,915,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
helix-editor,Helix,技术型,"open source, text-editor, editor",2491,278,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
swgr,SWG Restoration,公益型,community,4251,1209,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
open-web-docs,Open Web Docs,技术型,"open source, documentation, javascript, css, html",2674,196,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
dokku,Dokku,技术型,"open source, kubernetes, docker, paas",3712,237,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
mongoose,Mongoose.js,技术型,"open source, javascript, nodejs, node, mongodb",3324,288,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
storybook,Storybook,技术型,"open source, storybook, react, vue, web, components, angular, code, styleguide, library, development, ui",3374,247,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
animal-behaviour-collective,Animal Behaviour Collective,公益型,"animal behaviour, animal behavior, ethology, students",2702,182,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
fnb_raleigh,Food Not Bombs Raleigh,公益型,"anti-gentrification, anti-racism, community, food, food not bombs, free food, free resources, mutual aid, north carolina, raleigh, nc, solidarity economy, southeast usa, usa",2566,518,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
tusky,Tusky,技术型,"android, app, mastodon, open source, fediverse",2768,531,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
bhumisparsha,Bhumisparsha,公益型,"community, contemplation, creativity, ecology, education, emergent, event, global, healing, knowledge, liberation, meditation, mindfulness, online, social justice, somatics, spiritual care, spirituality, transformation, yoga",2794,263,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
emmet,Emmet,技术型,,2560,256,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
parcel,Parcel,技术型,"assets, build-tool, commonjs, compiler, css, es6, html, javascript, module-bundler, modules, web, open source",3351,360,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
handsoffuhuru,Hands Off Uhuru! Hands Off Africa! Defense Campaign,公益型,"community, education, missouri, st louis, free speech, midwestern usa",2338,796,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
vuetify,Vuetify,技术型,"vuetifyjs, vuetify, vuejs, vue, material, material-design, material-components, material-theme, semantic, vue-component, vue-components, vue-material, open source, javascript, typescript",2768,219,US,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
mobx,mobx,技术型,"open source, hacktoberfest",3285,199,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
companion,Bitfocus Companion,技术型,"streamdeck, elgato, artnet, bitfocus, companion, dmx, eventmaster, osc, qlab, ross, atem, videohub, x32, m32, behringer, midas, lightware, open source",2997,408,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
se15-community-fund,SE15 Community Fund,公益型,solidarity fund,2192,164,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
webform,Webform module for Drupal,技术型,"open source, drupal, webform, forms, surveys",2681,176,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
librecad,LibreCAD,技术型,"open source, cad, software, c++, 2d",2121,1799,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
community-food-support-vic,Community Food Support,公益型,"community, food, free, mutual aid, support, communityfridge, covid19aid",3872,293,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
cambridgesolidarityfund,Cambridge Solidarity Fund,公益型,"community, cambridge, solidarityfund",2732,302,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
typeorm,TypeORM,技术型,"active-record, data-mapping, database, javascript, mariadb, mysql, oracle, orm, postgresql, sqlite, sqlserver, typeorm, typescript, websql, open source, hacktoberfest",3259,261,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
nerves-project,Nerves Project,技术型,open source,2927,119,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
mutualaidbooks,Mutual Aid Books,公益型,"education, mutual aid, pacific northwest usa, pnw, seattle, solidarity economy, usa, washington",2358,292,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ladigitale,La Digitale,技术型,"open edtech, floss, logiciel libre",3411,1845,FR,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
hpsolidaritynetwork,Humboldt Park Solidarity Network,公益型,"chicago, covid, covid-19, food, illinois, midwestern usa, mutual aid, usa",2275,200,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
opensourcebim,IfcOpenShell,技术型,"open source, openbim, ifc, bim, architecture, engineering, construction",1927,235,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
nim,Nim,技术型,"compiler, efficient, language, macros, metaprogramming, nim, procedural, open source",2469,202,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
tauri,Tauri Apps,技术型,,2250,360,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
lambethmutualaid,Lambeth Mutual Aid Fund,公益型,"covid-19, lambeth, mutual aid",2550,454,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
neovim,neovim,技术型,"open source, pledged",2010,348,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
coderougerood,Code Rouge / Rood,技术型,,1992,837,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
denvercommunityfridges,Denver Community Fridges,公益型,"abolition, art, colorado, community, community fridges, denver, food, food access, food justice, food security, fridge, mutual aid, solidarity economy, southwestern usa, usa, volunteering",2038,331,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
openipc,OpenIPC,技术型,"association, ipcam, open source",2100,347,Other,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
readingredkitchen,Reading Red Kitchen,教育型,community,1993,267,GB,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
arthurs-hill-solidarity-fund,Arthur's Hill Solidarity Fund,公益型,"solidarity, solidarityfund, community organizing, movement",1952,179,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
papermc,PaperMC,技术型,open source,1841,210,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
blacksky,Blacksky,技术型,"bluesky, open source, atproto, rust",1697,685,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
preact,Preact,技术型,"open source, javascript, framework",2919,229,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
librenms,LibreNMS,技术型,"open source, network, monitoring",2278,208,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
vyos,VyOS Project Collective,技术型,"open source, networking",1773,171,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
comunidadprimeroorg,COMUNIDAD PRIMERO,公益型,"comunidad, comunity, ayuda mutua, mutual aid, comida, food, solidaridad, solidarity, brooklyn, ridgewood, new york",1623,300,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
fedibird-infrastructure,Fedibird Infrastructure,技术型,community,2725,1062,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
vapor,Vapor,技术型,open source,2855,167,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
manjaro-us,manjaro (US),技术型,"open source, linux, manjaro, distribution",1987,725,GB,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
grav,Grav,技术型,"open source, grav, cms, flat-file, nodb",2614,195,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
cheerio,cheerio,技术型,"open source, jquery, nodejs, hacktoberfest, dom, html",2288,187,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
sinon,sinon,技术型,"open source, javascript, test, mock, stub, spy, fake",2241,127,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
nz-federated-services,NZ Federated Services,技术型,"open source, nz, mastodon",1699,272,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
chaos-computer,Chaos Computer,技术型,"arts and culture, meetup, new york, new york city, nyc, usa",1807,312,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
jadedforum,Jaded Forum,技术型,community,3019,305,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
ruffle,Ruffle,技术型,open source,1795,282,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
deep-adaptation-forum,Deep Adaptation Forum,技术型,community,3141,387,GB,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
theodinproject,The Odin Project,教育型,"open source, javascript, ruby on rails",1489,491,Unknown,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
chakra-ui,Chakra UI,技术型,"a11y, accessible, chakra-ui, dark-mode, react, react-components, reactjs, ui-components, ui-library, uikit, wai-aria, open source",1784,273,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
kivy,Kivy,技术型,"android, app, ios, kivy, linux, macos, python, ui, windows, open source",2132,203,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
bap,The Black Alliance for Peace,公益型,"community, education, social justice, usa",1339,383,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
koin,koin,技术型,"dependency-injection, dsl, functional, injection, kotlin, open source",1579,155,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
keepassxc,KeePassXC,技术型,"cross-platform, keepass, keepassxc, linux, osx, password-manager, windows, yubikey, open source",1642,342,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
duplicati,duplicati - inactive,技术型,"backup, c-sharp, client-only-backup, cloud-backup, cloud-storage-services, duplicati, encryption, sftp, tno-backup, trust-no-one-backup, webdav, open source",2316,294,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
wikijs,Wiki.js,技术型,"cross-platform, documentation, git, nodejs, wiki, open source",1852,208,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
veloren,Veloren,技术型,"game, cube, voxel, rpg, veloren, rust, 3d, gamedev, open source, hacktoberfest",1666,294,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
keeweb,KeeWeb,技术型,"password manager, security, open source",1909,232,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
mastodon-japan-net,マストドンジャパンネット,技术型,"community, mastodon",2461,377,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
sanctuarysupplydepot,SanctuarySupplyDepot,公益型,"community, mutual aid, housing justice, minneapolis, st. paul, encampment",1738,623,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
friends-of-groovy,Friends of Apache Groovy,技术型,"coop, groovy, programming language, jvm, open source",2100,100,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
sotonsocialaid,Southampton Social Aid Group,公益型,"community, food, food club, social aid, people's pantry, co-operative, southampton, hampshire",1648,102,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
rumah,Raleigh United Mutual Aid Hub (RUMAH),公益型,"education, food, mutual aid, north carolina, raleigh, resource, southeast usa, usa",1497,206,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
tosdr,Terms of Service; Didn’t Read,技术型,"law, open source, terms, terms-and-conditions, terms-of-service, tos, tosdr, free software, terms of service",1744,362,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
fedimon,Fedi.Monster,技术型,"hosting, fediverse",1240,113,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ciderapp,Cider Collective,技术型,"open source, applemusic, apple, music, electron",1477,894,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
haskell-language-server,Haskell Language Server,技术型,,1534,66,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
indieweb,IndieWeb,技术型,"association, openweb, indieweb, open source",1951,73,Unknown,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
