slug,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown
morrell_house_housing_co-op,Morrell House Housing Co-op,公益型,"community, co-operative, housing",131,7,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
via,VIA,技术型,open source,78,30,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
raspap,RaspAP,技术型,"dnsmasq, hostapd, iot, lighttpd, pizero, raspap, raspberry-pi, rpi, wifi, open source, hacktoberfest",69,21,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
phillytru,Philly Transit Riders Union,公益型,"usa, movement, public transit, philadelphia",64,21,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
openbenches,OpenBenches.org,公益型,open source,71,12,GB,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
la-fanga,La Fanga,公益型,community,67,7,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
commonshub-brussels,Commons Hub Brussels,公益型,"commons, digital commons, regeneration, brussels, open source, crypto, facilitation, citizen assemblies, cooperatives",100,63,Other,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
together-with-afghans,Together With Afghans,公益型,,74,68,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
simple-icons,Simple Icons,技术型,,100,12,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
leaf,Leaf PHP 🍁,技术型,"open source, leafphp, php, framework, javascript, fullstack, php-framework",77,11,Other,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
codingcoach-io,CodingCoach,技术型,"open source, mentoring",57,7,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
mytestedaspnet,My Tested ASP.NET,技术型,"asp-net-core, asp-net-core-mvc, assertion-library, assertion-methods, fluent-testing, mvc, test-framework, open source",133,19,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
mothers-rise-up,Mothers Rise Up,公益型,,2,1,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
scuttlebutt-maintenance,Scuttlebutt Maintenance,技术型,other,122,8,Unknown,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
kolanutcollab,The Kola Nut Collaborative,公益型,"chicago, community development, cooperative, illinois, infrastructure, midwestern usa, social infrastructure, solidarity economy, timebank, timebanking, usa",69,33,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
inflection-grants,Inflection Grants,公益型,"arts and culture, civic tech, grants, online, usa, youth",70,51,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24pullrequests,24pullrequests,公益型,"open source, ruby, github, pull request, xmas",97,6,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
openshopchannel,Open Shop Channel,技术型,"open source, wii, wii-homebrew",66,8,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
open_stt,Open STT and Silero Models,技术型,"asr, automatic-speech-recognition, dataset, russian, speech-to-text, stt, open source",77,15,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
telega,Telega.el,技术型,"open source, emacs, telegram",96,18,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
silex,Silex live web creation,技术型,"no-code, webdesign, free software, jamstack, design-tools, javascript, nodejs, open source, saas, nocode, hosting, association, typescript, foss, design, open source software, free and open source software, headless cms, wordpress, 11ty, static site generator, drag-and-drop, automation, marketing automation, gitlab",70,10,Unknown,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1
matplotlib,Matplotlib,技术型,community,95,4,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
goober,goober,技术型,"critical-css, css, css-in-js, dom, emotion, goober, javascript, preact, react, ssr, styled, styled-components, vanilla, open source, hacktoberfest",92,8,Other,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
papertree-gatherfor-team-6,DIVAS,技术型,"community, papertree, solidarity economy, brooklyn",111,8,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
unigraph-dev,Unigraph,技术型,open source,83,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
js-org,JS.ORG,技术型,open source,79,27,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
pgtyped,PgTyped,技术型,open source,73,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
laprimaire,LaPrimaire.org,公益型,politics,166,21,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
scientists4future-nl,Scientists4Future NL,公益型,"community, climate, science",85,22,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
maplat,Code for History,技术型,"open source, gis, historical map, map",97,6,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
chimeraos,ChimeraOS,技术型,"open source, linux, gaming",66,22,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
wwcodenyc,WWCode New York,技术型,"wwcode, meetup, diversity in tech, 501c3",66,16,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
dbgate,DbGate,技术型,"open source, database",75,17,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
embroidermodder,Embroidermodder,技术型,open source,70,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
sern,sern,技术型,"javascript, open source, sern, handler, sern-handler, discord.js, discord, discord-bot, discord bot",52,5,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
sydenham-mutual-aid,Sydenham Mutual Aid,公益型,covid-19,103,22,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
mlem,Mlem,技术型,"fediverse, open source, ios, swiftui, lemmy",68,16,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
cactus-comments,Cactus Comments,技术型,,72,8,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
waydroid,Waydroid,技术型,open source,127,47,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
fab,Frontend Application Bundles,技术型,open source,112,6,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
opennbs,OpenNBS,技术型,"minecraft, music, midi, note block, open source, python, daw",61,23,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
civichackers,Civic Hacker Network,技术型,"civic tech, community, conference, education, global, online, podcast, webinar, workshop",38,14,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
now-what,Now What?!,教育型,"other, conference weaving, movement weaving",157,76,US,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
mantinedev,Mantine,技术型,"open source, react, typescript",100,59,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
tessel,Tessel,技术型,"open source, hardware, node.js, javascript",155,9,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
worldiaday,World IA Day,技术型,"501c3, ux, informationarchitecture, events, nonprofit, association",133,33,US,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
vsformat,vscode format extension,技术型,"bash-format, dockerfile, dotenv, hosts, hostsfile, properties, shell-extension, shell-format, shfmt, vmoptions, vscode-extension, vscode-plugin, open source",56,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
alchemy_cms,AlchemyCMS,技术型,"alchemy, cms, rails, engine, ruby, ruby on rails, content management, open source",87,4,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
rough,Rough,技术型,open source,78,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
novavideoplayer,Nova Video Player,技术型,open source,74,21,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
rust-lang-ru,Russian Rust community,技术型,"community, rust, rust language, язык программирования, язык программирования rust, русскоязычное сообщество",106,11,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
rottingresearch,Rotting Research,技术型,"link rot, research, academia",29,5,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
e2c-collective,E2C Collective,公益型,"community, e2c, exit to community, global, knowledge, online, solidarity economy, usa",59,16,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
extinction-rebellion-bielefeld,Extinction Rebellion Bielefeld,公益型,"extinction rebellion, extinctionrebellion, xr",52,14,DE,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
libredirect,Libredirect,技术型,"open source, privacy, extension",69,16,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
lss-manager,LSS-Manager,技术型,"community, lssm, open source, leitstellenspiel, missionchief, game addon",62,29,DE,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
eurosfordocs,Euros For Docs,公益型,"transparence, santé, démocratie-ouverte, open-data, industrie pharmaceutique, open source, datascience, paris",38,18,FR,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
wider-horizons,Wider Horizons,教育型,,12,7,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
msys2,MSYS2,技术型,,76,22,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
lewisham-cooperation-town,Lewisham Cooperation Town,公益型,,83,9,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
hlsr,HackLab Santa Rosa,技术型,community,101,9,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
robotech-urjc,Robotech URJC,技术型,"community, robot, ros, robotics, open source, españa, spain, open-hardware, university, es",129,91,Other,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
wwcodesingapore,Women Who Code Singapore,技术型,"wwcode, meetup, diversity in tech",92,9,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
rubytogether,RubyTogether,技术型,,148,19,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
todoparatodos,Todo Para Todos,公益型,"mutual aid, ayuda mutua, asylum seekers, immigration, immigrants, refugio, community building, community support, venezuela, colombia, nicaragua, peru, ecuador, community",38,2,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
jqplay,jqplay,技术型,open source,96,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
warden,Warden,技术型,"open source, software, docker, community",107,10,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
landcorps,LandCorps,公益型,"bay area, beloved community, california, democracy, east bay, feminist economy, housing, intentional community, land immersion, liberated zone, maroon village, pelenque, richmond, rochdale principals, time-banking society, usa, western usa, worker-owned coop",7,4,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
moneyjustice,Money Justice Collaborative,公益型,"monetary justice, ecological wellbeing, economic justice, banking, banking reform, monetary reform, money systems, education, change strategy",4,4,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
dragon-dreaming-intl-website-and-platform,DragonDreaming.org,公益型,other,106,15,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
wwcodekyiv,WWCode Kyiv,技术型,"wwcode, meetup, diversity in tech",75,18,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
losslesscut,LosslessCut,技术型,"codec, cut, editor, ffmpeg, lossless, player, video, video-files, open source",75,46,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
xr_rouen,XR Rouen,技术型,community,71,14,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
bastion,Bastion Project,技术型,,88,4,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
bokeh,Bokeh,技术型,open source,79,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
fslab,FsLab,技术型,"open source, data science, f#, fsharp, visualization, research, tech stack",71,8,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
redux-form,redux-form,技术型,"form, form-validation, forms, react, redux, redux-form, validation, open source",84,17,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
fullstackhero,fullstackhero,技术型,"open source, dotnet, webapi, boilerplate, blazor, wasm, .net core, dotnet 7, .net 7",65,19,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
hullroundheads,Hull Roundheads,公益型,,9,2,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
warriorjs,WarriorJS,技术型,"warriorjs, warrior, epic, battle, game, learn, polish, refine, test, js, javascript, nodejs, ai, artificial-intelligence, skills, open source",140,13,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
codehike,Code Hike,技术型,"code, docs, tutorial, course, blog, walkthrough, tool",76,8,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
awatea-community-garden,Awatea Community Garden,公益型,community,56,13,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
macports,MacPorts,技术型,"package-manager, macos, macosx, open source, free software, software",65,30,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
coaching-for-collective-transformation,Coaching for Collective Transformation,教育型,community,66,7,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
skia4delphi,Skia4Delphi,技术型,"open source, skia, delphi, skia4delphi, windows, macos, android, ios, graphics, vcl, firemonkey, fmx",65,17,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
verdigrismusic,The Verdigris Ensemble,公益型,default,141,5,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
cdli,Cuneiform Digital Library Initiative (CDLI),教育型,"open source, cultural heritage, cultural preservation, knowledge sharing, academic, open access",60,19,GB,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
azulejopublicitario,Azulejo Publicitário Português,技术型,cultural heritage,48,28,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
together-with-young-people,Together with Young People,公益型,community,5,2,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
slimphp,Slim Framework,技术型,"framework, micro-framework, php, php-micro-framework, psr-15, psr-7, slim, slim-framework, open source",108,21,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
hoamgroup,hoam.GROUP,公益型,community,152,70,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
chfgma,Clinton Hill Fort Greene Mutual Aid,公益型,"mutual aid, new york, brooklyn, nyc, new york city, food justice, cash assistance",127,64,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
pvcri,Parker Village: Community Resilience Initiative,公益型,"community, detroit, education, emergency, farming, food, great lakes, highland park, michigan, midwestern usa, mutual aid, resilience, solar, usa",68,7,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
css-doodle,css-doodle,技术型,"css, css-doodle, doodle, generative-art, patterns, web-component, open source",72,13,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
spritely,Spritely (secure ActivityPub extensions),技术型,"open source, federation, activitypub, ocaps",66,8,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
bloc,Bloc,技术型,open source,71,5,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ecosystems,Ecosyste.ms,技术型,,55,11,GB,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
sauropodswin,Sauropods.win,技术型,"mastodon, fediverse, social media, community",88,12,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
matoucollective,Mātou Collective,公益型,"community, public digital infrastructure, governance, public goods, rules, law, regulation, legislation, open source, digital identity, decentralised identity, nz, aotearoa, maori tech, hangarau, cooperative, digital, rules-as-code, regtech",38,3,Other,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
doks,Doks,技术型,open source,75,13,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
commonknowledge,Common Knowledge,教育型,"coop, grassroots activism, political organising, cooperative, digital technology, design, software development, social justice, climate justice",116,14,GB,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
untitled-filmmaker-org,Untitled Filmmaker Org,公益型,"film, arts",23,19,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
tpsda,Teaching Public Service in the Digital Age,教育型,"cambridge, civic tech, education, massachusetts, northestern usa, usa",3,3,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
planetarysocial,Planetary,公益型,open source,66,4,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
zubian-mutual-aid-fund,Zubian Mutual Aid Fund,公益型,"covid-19, covid",133,27,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
disco-one-project-grant,DisCO One Project Grant,公益型,"civic tech, coop, global, online",3,4,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
reactabular,reactabular,技术型,open source,96,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
community-techaid,Community TechAid,公益型,"digitaldivide, voluntary, digital, education, lambeth, london",75,61,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
gdm-settings,GDM Settings,技术型,"open source, app, gnome, customization, python",53,34,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
fridaysforfuture-erlangen,Fridays for Future Erlangen,公益型,"climate, fridays for future",86,28,DE,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
philadelphia-sra,Philadelphia SRA,公益型,community,145,55,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
sapphiredev,Sapphire,技术型,"open source, sapphire, discordjs, discord, sapphiredeve, sapphire framework, framework, bot, nodejs, vladdy, kyra, favna, favware, skyra, node",66,10,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
immers-space,Immers Space Platform Cooperative,技术型,"community, open source, federation, cooperative, platform coop, immersive web, metaverse",125,6,US,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
tenacity,Tenacity,技术型,"open source, foss",75,29,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
participay-fund,Participay Fund,公益型,,7,1,DE,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
daostar,DAOstar,技术型,"dao, standards, open source",19,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
che,Centre for Human Ecology,公益型,"education, charity, community, co-operative, co-op",98,12,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
women-of-open-source,Women of Open Source,公益型,"open source, community",55,5,Unknown,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
safe-space-project-inverness,Safe Space Project Inverness,公益型,,10,2,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
sagernet,SagerNet,技术型,,76,41,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
climate-club,Climate Club Aotearoa,公益型,"climate justice, climate action, aotearoa, new zealand",19,8,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
sunflower,Sunflower Collective,公益型,"chicago, community, evanston, illinois, midwestern usa, mutual aid, russian war, sunflower state, ukraine, ukrainian refugees, usa, us stands with ukraine",58,54,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
stalwart,Stalwart Labs,技术型,"open source, email, server, rust, community",102,39,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
pyenv,Pyenv project team,技术型,,71,8,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
material,Bootstrap Material,技术型,"bootstrap, bootstrap-components, css, google-material, material, open source",92,5,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
cloudbox,Cloudbox,技术型,,92,25,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
bwt,Better Work Together,技术型,,38,11,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
selborne,Selborne Covid-19 Mutual Aid,公益型,"community, covid-19, covid, mutual aid, mutualaid, covid19, camberwell, london, selborne",42,13,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
open-learning-commons,Open Learning Commons,教育型,,74,3,Other,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
kensal-green-mutual-aid,Kensal Green Mutual Aid,公益型,covid-19,105,74,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
komun,Komun,技术型,"community, software libre, formación, hacktivismo, soberanía tecnológica, soberanía económica",64,4,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
swing,The Swing Dance Cooperative,技术型,"dance, swing dance, coop",90,6,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ax5ui-kernel,ax5ui,技术型,open source,108,18,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
migrantartists-mutual-aid-fund,Migrant Artists Mutual Aid,公益型,community,133,32,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
einfach-gaming,Einfach Gaming,技术型,community,28,7,DE,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
cooperative-computer,Cooperative Computer,技术型,"open source, co-operative, platform coop, community",95,7,Unknown,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
komapper,Komapper,技术型,"open source, kotlin, orm, jdbc, r2dbc, sql",48,7,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
wwcodesv,WWCode Silicon Valley,技术型,"wwcode, meetup, diversity in tech, 501c3",51,20,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
arthurshillmutualaid,Arthur's Hill Mutual Aid,公益型,covid-19,76,29,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
python-trio,The Trio Collective,技术型,"open source, python, networking, concurrency",69,13,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
bdcollective-central-fund,BD_Collective Central Funds,公益型,,8,4,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
sfcivictech,SF Civic Tech,技术型,,16,6,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
tinygo,TinyGo,技术型,"open source, golang, tinygo",97,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
cboard,Cboard - Assistive Communication Board,公益型,"aac, autism, cerebral-palsy, communication-board, progressive-web-app, speech, text-to-speech, tts, open source, hacktoberfest",83,25,Other,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
riffcc,Riff.CC,技术型,"community, open source, creativecommons",57,4,Other,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
blackflagmedical,Black Flag Medical,公益型,"medical, tactical, emergency, ukraine, mutualaid",65,11,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
darksoil,darksoil studio,技术型,other,45,9,Unknown,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
native-roots-network,Native Roots Network,公益型,"advocacy, arts and culture, california, community, education, health, interdisciplinary art, music, redding, shasta county, usa, visual art, wellness, western usa, youth",36,21,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
speakeasy-brussels,SpeakEasy Spoken Word Brussels,教育型,"community, spoken word, poetry, slam, music, performance",22,21,Other,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
simplexlsx,SimpleXLSX,技术型,"open source, xlsx, xls, excel, php, csv",65,22,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
psionica,Psionica,技术型,"community, tools for thought, cognitive augmentation, artificial intelligence augmentation",73,7,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
expo-cli,Expo CLI,技术型,"android, create-react-native-app, expo, ios, javascript, react-native, react-native-app, react, reasonml, open source",95,21,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
pelias,Pelias,技术型,"open source, geocoder, geocoding, geography, search, gis",67,4,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
extensioneersguild,Extensioneers Guild,技术型,"guild, association, software, community, sketchup, extension, development, open source",56,30,Unknown,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
charts,Charts,技术型,open source,92,7,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
galacean,Galacean,技术型,open source,70,7,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
chatwoot,Chatwoot,技术型,"action-cable, actioncable, design, drift, hacktoberfest, intercom, opensource-alternative, rails, rails6, sass, sass-framework, vuejs, zendesk, open source",62,11,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
armory-coffee-club,Armory Coffee Club,公益型,"cooperative, coffee, community",80,8,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
forestmutualaid,🌳 Forest Mutual Aid 🌳,公益型,"covid-19, covid",20,8,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
gpujs,gpu.js,技术型,"glsl, gpgpu, gpu, javascript, math, nodejs, webgl, open source",84,5,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
simulide,SimulIDE,技术型,"open source, electronics, simulator",90,80,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
thorium-sim,Thorium,技术型,"open source, starship, bridge simulator, video game, multiplayer",61,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
homepage,Homepage,技术型,"open source, react, self-hosted, nextjs, javascript",66,17,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
xoopscore,XoopsCore,技术型,open source,85,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
lwceduldf,L W C Education and Legal Defense Foundation,教育型,"alabama, baltimore, canada, charleston, community, democracy, east coast, education, florida, fort lauderdale, georgia, gulf coast: new york, health, houston, jacksonville, lake charles, louisiana, maryland, miami, mobile, new jersey, north carolina, pennsylvania, philadelphia, puerto rico, savannah, solidarity, texas, usa, wilmington",65,5,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dbatools,dbatools,技术型,"best-practices, database-administration, migrations, mssql, powershell, sql-server, sql-server-migration, open source",83,2,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
hardkoded-projects,hardkoded,技术型,"open source, c#, browser automation",50,13,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
gnu-octave,GNU Octave,技术型,"open source, community",84,49,Unknown,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
kuma-ui,Kuma UI,技术型,"open source, react, zero-runtime, headless, ui-components, react-components",57,8,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
sahalifax,Sunday Assembly Halifax,公益型,"other, halifax ns, nova scotia, sunday assembly, singing, community, celebrating, live better, wonder more, help often",109,6,Unknown,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
gdal,GDAL,技术型,open source,56,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
fair-art-2030-pledge,Fair Art 2030 Pledge,公益型,"arts and culture, community, diversity and inclusion",66,10,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
visual-regression-tracker,Visual Regression Tracker,技术型,open source,67,5,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
falcon,Falcon,技术型,"api, framework, http, microservices, python, pypy, rest, web, spa, performance, open source",76,17,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
modulestf,modules.tf,技术型,"aws-lambda, infrastructure-as-code, serverless, terraform, terraform-aws, terraform-configurations, terragrunt, visual, visual-diagrams, open source, aws",72,5,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
overte,Overte e.V.,公益型,"open source, javascript, vr, social vr, social-vr, 3d, virtual reality, virtual-reality, community",94,16,DE,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
code-with-aloha,Code With Aloha,技术型,"hawaii, open source, civic tech, civic-hacking, civic engagement",18,8,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
vllm,vLLM,技术型,"open source, github, python, ai",28,19,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
goby,goby,技术型,"open source, goby, ruby, go",121,10,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
